variable,full_name,label,value_type,description,categories,categories_label
metmsr32425,BiB_Metabolomics.metms_pairm_r.metmsr32425,dehydroepiandrosterone sulfate (DHEA-S) [raw],decimal,,,
metmsr32198,BiB_Metabolomics.metms_pairm_r.metmsr32198,acetylcarnitine (C2) [raw],decimal,,,
metmsr22176,BiB_Metabolomics.metms_pairm_r.metmsr22176,cysteine s-sulfate [raw],decimal,,,
metmsr20693,BiB_Metabolomics.metms_pairm_r.metmsr20693,tartronate (hydroxymalonate) [raw],decimal,,,
metmsr20694,BiB_Metabolomics.metms_pairm_r.metmsr20694,oxalate (ethanedioate) [raw],decimal,,,
metmsr20699,BiB_Metabolomics.metms_pairm_r.metmsr20699,erythritol [raw],decimal,,,
metmsr21151,BiB_Metabolomics.metms_pairm_r.metmsr21151,saccharin [raw],decimal,,,
metmsr21025,BiB_Metabolomics.metms_pairm_r.metmsr21025,iminodiacetate (IDA) [raw],decimal,,,
metmsr21174,BiB_Metabolomics.metms_pairm_r.metmsr21174,morphine [raw],decimal,,,
metmsr21184,BiB_Metabolomics.metms_pairm_r.metmsr21184,1-oleoylglycerol (18:1) [raw],decimal,,,
metmsr44526,BiB_Metabolomics.metms_pairm_r.metmsr44526,3-methyl-2-oxobutyrate [raw],decimal,,,
metmsr21232,BiB_Metabolomics.metms_pairm_r.metmsr21232,2-oleoylglycerol (18:1) [raw],decimal,,,
metmsr21239,BiB_Metabolomics.metms_pairm_r.metmsr21239,8-hydroxyoctanoate [raw],decimal,,,
metmsr22137,BiB_Metabolomics.metms_pairm_r.metmsr22137,homoarginine [raw],decimal,,,
metmsr22138,BiB_Metabolomics.metms_pairm_r.metmsr22138,homocitrulline [raw],decimal,,,
metmsr22154,BiB_Metabolomics.metms_pairm_r.metmsr22154,bradykinin [raw],decimal,,,
metmsr22110,BiB_Metabolomics.metms_pairm_r.metmsr22110,3-hydroxykynurenine [raw],decimal,,,
